D_affect,P,N,Qualite,Horaire,Type,R,Jour,Arrêt,Placement,Jr_pl
06-May-19,228N,6416,,Nuit,,,2,04-Jun-19,,
06-May-19,482N,9669,,Nuit,,,6,23-Jun-19,,
06-May-19,3629,7673,,Nuit,,,4,12-Aug-19,,
06-May-19,331N,2067N,,Nuit,,,6,04-Aug-19,,
06-May-19,2597,857N,,Nuit,,,1,02-Jun-19,,
06-May-19,578N,94N,,Nuit,,,1,18-Jun-19,,
06-May-19,224N,6729,,Nuit,,,6,18-Jun-19,,
06-May-19,224N,904N,,Nuit,,,2,18-Jun-19,,
06-May-19,525N,4542,,Nuit,,,4,26-Jun-19,,
06-May-19,525N,10251,,Nuit,,,7,08-Sep-19,,
06-May-19,2042,7787,,Nuit,,,3,18-Jun-19,,
06-May-19,579N,5627,,Nuit,,10428,2,27-Aug-19,,
07-May-19,701N,2067N,,Nuit,,7100,4,14-May-19,,
07-May-19,920N,2067N,,Nuit,,10190,5,10-May-19,,
07-May-19,785N,2067N,,Nuit,,,4,02-Jun-19,,
07-May-19,3016,10197,,Nuit,,9571,2,14-Jul-19,,
07-May-19,2904,2067N,,Nuit,,160J,5,15-May-19,,
07-May-19,292N,2067N,,Nuit,,8849,4,12-May-19,,
07-May-19,646N,8244,,Nuit,,,3,20-May-19,,
07-May-19,646N,10493,,Nuit,,,4,20-May-19,,
07-May-19,731J,7140,,Jour,,,7,20-May-19,,
08-May-19,3762,10284,,Jour,,,,10-Jun-19,,
08-May-19,3763,10283,,Nuit,,,,15-Jun-19,,
08-May-19,2745,10491,,Jour,,,,20-May-19,,
08-May-19,2181,2067N,,Nuit,,,,28-May-19,,
07-May-19,3438,694N,,Nuit,,7826,3,14-May-19,,
07-May-19,2098,10073,,Jour,,7826,7,14-May-19,,
07-May-19,2098,1024J,,Jour,,7826,6,14-May-19,,
07-May-19,3274,9131,,Nuit,,7826,4,14-May-19,,
07-May-19,2101,395N,,Nuit,,7826,1,14-May-19,,
07-May-19,292N,2366N,,Nuit,,7826,2,14-May-19,,
08-May-19,3705,10305,,Nuit,,9470,2,12-May-19,,
09-May-19,3649,201327384,,Jour,,10244,5,08-Jul-20,,
09-May-19,3737,2067N,,Nuit,,,,19-Apr-19,,
09-May-19,3764,6527,,Jour,,,,25-Jan-20,,
09-May-19,3765,2067N,,Nuit,,,,01-Jun-19,,
10-May-19,3407,10359,,Nuit,,,1,20-May-19,,
10-May-19,3766,2067N,,Nuit,,,,21-May-19,,
11-May-19,689J,10376,,Jour,,,5,20-Oct-19,,
10-May-19,3767,762J,,Jour,,,,11-Jun-19,,
10-May-19,973N,924N,,Nuit,,,2,23-Jun-19,,
10-May-19,973N,2078N,,Nuit,,,3,01-Oct-19,,
10-May-19,2176,5258,,Jour,,201327399,6,08-Oct-19,,
10-May-19,547J,1141J,,Jour,,,7,08-May-19,,
10-May-19,239N,1343N,,Nuit,,,2,08-May-19,,
10-May-19,985N,6964,,Nuit,,201327399,3,08-Oct-19,,
10-May-19,134N,9759,,Nuit,,201327399,4,08-Oct-19,,
10-May-19,3339,2067N,,Jour,,7923,7,17-May-19,,
10-May-19,3691,2067N,,Jour,,10297,5,10-May-19,,
10-May-19,838N,2067N,,Nuit,,7652,2,21-May-19,,
10-May-19,2829,6833,,Nuit,,,,01-Jan-22,,
10-May-19,838N,8058,,Nuit,,7827,6,27-Oct-19,,
10-May-19,272N,8445,,Nuit,,,1,01-Jun-19,,
10-May-19,3277,1046N,,Nuit,,9184,4,30-Jul-19,,
10-May-19,3592,4837,,Nuit,,10110,3,18-Aug-20,,
10-May-19,4N,954N,,Nuit,,8412,2,20-May-19,,
10-May-19,2437,2067N,,Jour,,8094,6,26-May-19,,
10-May-19,3344,9388,,Jour,,10052,1,30-Jul-19,,
10-May-19,3575,9984,,Nuit,,,1,14-May-19,,
10-May-19,3398,8400,,Jour,,10363,1,03-Oct-19,,
10-May-19,40N,2067N,,Jour,,1940N,7,14-May-19,,
10-May-19,262J,9580,,Jour,,10451,7,18-Sep-19,,
13-May-19,3768,2067N,,Nuit,,,,18-Jun-19,,
13-May-19,124N,10322,,Nuit,,,4,28-May-19,,
13-May-19,3769,2067N,,Nuit,,,,15-May-19,,
13-May-19,2959,8975,,Jour,,6564,2,10-Sep-19,,
13-May-19,3704,588J,,Jour,,,7,20-May-19,,
13-May-19,2759,1064J,,Jour,,5788,7,09-Mar-20,,
13-May-19,560J,9859,,Jour,,,4,17-Jun-19,,
13-May-19,128J,9839,,Jour,,,1,30-Jun-19,,
13-May-19,346J,903N,,Jour,,,2,30-Jun-19,,
13-May-19,356J,384J,,Jour,,,6,30-Jun-19,,
13-May-19,632J,746J,,Jour,,,7,30-Jun-19,,
13-May-19,3306,8685,,Jour,,,5,30-Jun-19,,
13-May-19,252J,10017,,Jour,,,3,20-May-19,,
13-May-19,3033,7770,,Jour,,10245,6,01-Aug-19,,
13-May-19,3650,201327364,,Nuit,,10331,3,15-Jun-19,,
13-May-19,476N,595N,,Nuit,,1967N,4,15-Sep-19,,
13-May-19,134J,10079,,Jour,,,7,21-Jan-20,,
13-May-19,2887,8580,,Jour,,,2,04-Jun-19,,
13-May-19,2935,8084,,Nuit,,6971,3,28-May-19,,
13-May-19,3104,1192N,,Nuit,,7548,1,22-May-19,,
13-May-19,2248,5213,,Nuit,,1659N,1,21-Jan-20,,
13-May-19,770N,5470,,Nuit,,9337,1,20-Feb-20,,
13-May-19,2845,9263,,Nuit,,549J,3,15-Jun-19,,
13-May-19,3277,1585N,,Nuit,,9184,3,30-Jul-19,,
13-May-19,292N,619N,,Nuit,,8849,4,07-Aug-19,,
13-May-19,3705,2044N,,Nuit,,9470,2,11-Jun-19,,
13-May-19,2045,10288,,Nuit,,8849,2,23-Jun-19,,
13-May-19,3770,2067N,,Nuit,,,,20-May-19,,
13-May-19,3131,10424,,Nuit,,9282,3,15-Jun-19,,
13-May-19,48N,2067N,,Nuit,,8646,3,08-Aug-19,,
13-May-19,504N,342N,,Nuit,,8597,4,15-May-19,,
13-May-19,3362,9501,,Nuit,,,3,20-May-19,,
13-May-19,3433,9656,,Nuit,,,2,14-Jul-19,,
13-May-19,2517,6700,,Nuit,,,5,20-May-19,,
13-May-19,2518,2324N,,Jour,,,7,23-Jun-19,,
13-May-19,2794,10134,,Nuit,,,4,26-Jun-19,,
13-May-19,2795,852J,,Jour,,,6,20-Sep-19,,
13-May-19,483N,2067N,,Nuit,,9199,2,15-May-19,,
13-May-19,2871,590N,,Nuit,,1799N,1,26-Jun-19,,
13-May-19,3272,123N,,Nuit,,9998,4,27-Apr-20,,
13-May-19,3184,790J,,Jour,,9378,3,15-Jan-20,,
13-May-19,3035,273N,,Nuit,,9712,6,11-Apr-20,,
13-May-19,3635,2067N,,Nuit,,,,14-May-19,,
13-May-19,3455,8674,,Nuit,,5406,1,08-Jun-20,,
13-May-19,774N,767N,,Nuit,,10411,1,30-Jun-19,,
13-May-19,774N,5097,,Nuit,,10411,2,19-Nov-19,,
13-May-19,2358,7433,,Nuit,,10413,1,14-May-19,,
13-May-19,356N,10278,,Nuit,,9470,1,14-Oct-19,,
13-May-19,780N,2298N,,Nuit,,2298N,1,23-Jun-19,,
13-May-19,2763,4719,,Nuit,,10427,1,17-Jul-19,,
13-May-19,2763,9278,,Nuit,,10427,2,17-Jul-19,,
13-May-19,126N,10070,,Nuit,,6084,1,20-May-19,,
13-May-19,7N,8448,,Nuit,,6499,1,15-Aug-20,,
13-May-19,2775,8858,,Nuit,,10461,1,16-Mar-20,,
13-May-19,3749,679N,,Nuit,,1499N,1,20-Dec-19,,
13-May-19,2248,8893,,Nuit,,8914,1,25-Jan-20,,
13-May-19,3679,9391,,Jour,,,6,07-Jul-19,,
13-May-19,1J,8707,,Jour,,9470,6,14-Oct-19,,
13-May-19,2393,9100,,Nuit,,9470,3,07-Oct-19,,
13-May-19,2392,9595,,Jour,,9470,5,08-Sep-19,,
13-May-19,352J,7303,,Jour,,9470,7,14-Oct-19,,
13-May-19,3740,9219,,Nuit,,5406,7,07-May-20,,
13-May-19,25N,7034,,Nuit,,5406,2,02-Dec-19,,
13-May-19,3739,10390,,Nuit,,6005,7,10-Jul-19,,
13-May-19,3295,2067N,,Nuit,,,4,20-May-19,,
13-May-19,3267,5405,,Nuit,,10413,2,14-May-19,,
13-May-19,223N,241N,,Nuit,,10467,2,17-Aug-19,,
13-May-19,223N,8737,,Nuit,,10467,1,12-Oct-20,,
13-May-19,2318,5844,,Nuit,,10467,3,05-Jun-19,,
13-May-19,770J,1163N,,Jour,,10467,5,01-Nov-20,,
13-May-19,770J,2015J,,Jour,,10467,7,02-Aug-20,,
13-May-19,770J,5849,,Jour,,10467,6,08-Jul-19,,
13-May-19,3191,9644,,Nuit,,6084,2,22-Oct-20,,
13-May-19,2734,1342N,,Nuit,,9280,2,03-Nov-19,,
13-May-19,2734,1756N,,Nuit,,9280,3,26-Nov-19,,
13-May-19,2734,5667,,Nuit,,9280,4,12-Jan-20,,
13-May-19,337N,1747N,,Nuit,,10427,3,12-Jun-19,,
13-May-19,979N,1293N,,Nuit,,6499,3,14-Aug-19,,
13-May-19,300N,8339,,Nuit,,6835,1,,,
07-May-19,487N,10496,,Nuit,,5734,7,,,
07-May-19,161N,10494,,Nuit,,,3,20-May-19,,
13-May-19,3279,9770,,Nuit,,9243,2,08-Jul-19,,
13-May-19,2896,9643,,Nuit,,9711,2,03-Oct-19,,
13-May-19,3723,10342,,Nuit,,6084,7,06-Jul-19,,
13-May-19,322N,7338,,Nuit,,6499,2,21-Oct-21,,
13-May-19,537N,10349,,Nuit,,10414,2,12-Jan-20,,
13-May-19,3627,6355,,Nuit,,8914,2,31-Aug-19,,
13-May-19,2391,1190N,,Nuit,,,2,14-May-19,,
13-May-19,118N,9481,,Nuit,,7480,2,16-Jun-19,,
13-May-19,3230,9002,,Nuit,,,2,20-May-19,,
13-May-19,3746,10463,,Nuit,,1213J,3,30-Nov-19,,
13-May-19,326N,827N,,Nuit,,8333,3,16-May-19,,
13-May-19,326N,267N,,Nuit,,8333,2,16-May-19,,
13-May-19,326N,1744N,,Nuit,,8333,1,16-May-19,,
13-May-19,23J,718J,,Jour,,8333,6,16-May-19,,
13-May-19,23J,920J,,Jour,,8333,7,16-May-19,,
13-May-19,23J,929J,,Jour,,8333,5,16-May-19,,
13-May-19,881N,7350,,Nuit,,,2,22-Sep-19,,
01-May-19,882N,10490,,Nuit,,,,01-Jun-19,,
11-May-19,3691,10492,,Jour,,10297,5,26-Jun-19,,
07-May-19,2583,10495,,Nuit,,8861,5,12-Feb-20,,
02-May-19,3759,10489,,Jour,,,,20-Oct-19,,
03-May-19,3381,10487,,Jour,,,1,06-May-20,,
02-May-19,3290,766J,,Jour,,10486,6,12-Aug-19,,
02-May-19,3283,2067N,,Jour,,10486,7,20-May-19,,
15-May-19,2950,10007,,Nuit,,10486,1,20-Aug-21,,
16-May-19,3750,532N,,Jour,,,,20-May-19,,
15-May-19,3751,2067N,,Nuit,,9161,1,16-May-19,,
15-May-19,3267,5405,,Nuit,,10486,2,15-Jun-19,,
15-May-19,2803,5886,,Nuit,,10486,3,15-Mar-20,,
15-May-19,3017,300J,,Jour,,,7,12-Aug-19,,
15-May-19,297J,453J,,Jour,,,1,20-May-19,,
15-May-19,2919,1998J,,Jour,,,2,10-Jun-19,,
15-May-19,2686,5190,,Jour,,,6,09-Sep-19,,
15-May-19,2804,1082J,,Jour,,,5,10-Sep-19,,
15-May-19,2358,7433,,Nuit,,,1,04-Jun-19,,
15-May-19,2645,6072,,Jour,,,3,20-May-19,,
15-May-19,2028,4670,,Jour,,,4,15-May-19,,
15-May-19,33J,1181J,,Jour,,,7,02-Sep-19,,
15-May-19,502J,1006J,,Jour,,,2,20-May-19,,
15-May-19,203J,2067N,,Jour,,6676,6,16-May-19,,
15-May-19,233J,2067N,,Jour,,1518N,3,04-Aug-19,,
15-May-19,179J,201327367,,Jour,,,,21-Jan-20,,
15-May-19,3734,8501,,Jour,,,,20-May-19,,
15-May-19,209N,201327365,,Nuit,,1556J,3,10-Feb-20,,
15-May-19,523N,201327380,,Nuit,,,4,28-Jun-20,,
15-May-19,966N,4842,,Jour,,,7,26-Jun-19,,
15-May-19,684N,9288,,Nuit,,,1,20-May-19,,
15-May-19,2414,6277,,Jour,,,6,12-Aug-19,,
15-May-19,91N,6232,,Nuit,,,2,17-Jun-19,,
15-May-19,108N,5311,,Nuit,,,3,22-May-19,,
15-May-19,3438,694N,,Nuit,,339N,3,02-Jul-19,,
15-May-19,2098,10073,,Jour,,339N,7,05-Jan-20,,
15-May-19,2098,1024J,,Jour,,339N,6,10-Jun-19,,
15-May-19,3274,9131,,Nuit,,339N,4,25-Jul-19,,
15-May-19,2101,395N,,Nuit,,339N,1,26-Mar-20,,
15-May-19,292N,2366N,,Nuit,,339N,2,25-Aug-19,,
15-May-19,3753,10268,,Nuit,,10449,2,08-Aug-19,,
15-May-19,380N,6080,,Nuit,,8644,2,18-Jul-19,,
15-May-19,2033,7347,,Nuit,,8687,1,05-Dec-19,,
15-May-19,3476,9486,,Nuit,,8687,3,11-Sep-21,,
15-May-19,932N,5751,,Nuit,,8687,4,15-Dec-19,,
15-May-19,914N,329N,,Nuit,,8687,6,08-Aug-20,,
15-May-19,3249,6178,,Nuit,,8687,7,04-Jan-20,,
15-May-19,623N,1336N,,Nuit,,,2,17-Jun-19,,
15-May-19,2762,5227,,Jour,,10427,5,17-Jul-19,,
15-May-19,3621,5582,,Jour,,,6,08-Jul-19,,
15-May-19,2510,552J,,Jour,,6564,3,12-Sep-20,,
15-May-19,2511,465N,,Nuit,,,3,26-Jun-19,,
15-May-19,3622,6741,,Nuit,,,2,04-Jun-19,,
15-May-19,865N,5400,,Nuit,,,1,02-Jun-19,,
15-May-19,2884,8929,,Nuit,,1799N,3,02-Jun-19,,
15-May-19,2285,7947,,Nuit,,6774,1,08-Apr-20,,
15-May-19,3575,9984,,Nuit,,7039,1,15-Jun-19,,
15-May-19,3331,1128J,,Jour,,7039,5,15-Jun-19,,
15-May-19,793N,1151N,,Nuit,,,4,11-Jun-19,,
15-May-19,887N,4783,,Nuit,,7660,4,18-Jun-19,,
15-May-19,119N,8634,,Nuit,,9437,6,16-Mar-20,,
15-May-19,119N,1089N,,Nuit,,9437,1,16-Mar-20,,
15-May-19,99N,8947,,Nuit,,9437,2,02-Dec-19,,
15-May-19,927N,629N,,Nuit,,9437,4,16-Mar-20,,
15-May-19,927N,2219N,,Nuit,,9437,3,16-Mar-20,,
15-May-19,112N,9112,,Nuit,,9437,5,07-Aug-19,,
16-May-19,3579,10000,,Nuit,,,3,24-Sep-19,,
15-Jun-19,338N,5750,,Nuit,,4877,3,03-Mar-20,,
16-May-19,3620,10136,,Nuit,,5448,3,07-Apr-20,,
16-May-19,3620,10083,,Nuit,,5448,4,20-May-19,,
16-May-19,3385,9938,,Nuit,,7208,3,10-Sep-19,,
15-May-19,3384,1228J,,Jour,,7208,7,17-Aug-19,,
15-May-19,367J,10335,,Jour,,,7,15-Sep-19,,
16-May-19,2904,9455,,Nuit,,160J,5,17-May-19,,
16-May-19,3423,7882,,Nuit,,,3,26-Jun-19,,
16-May-19,3423,10148,,Nuit,,,4,26-Jun-19,,
16-May-19,46N,10400,,Nuit,,10414,3,08-Oct-19,,
16-May-19,3769,10280,,Nuit,,,,20-May-19,,
16-May-19,695N,6845,,Nuit,,9456,3,10-Feb-20,,
16-May-19,3166,8090,,Nuit,,5406,3,05-Jan-21,,
16-May-19,2685,2067N,,Nuit,,7367,7,20-May-19,,
16-May-19,3346,8746,,Nuit,,,4,20-May-19,,
16-May-19,285N,2067N,,Nuit,,6158,2,22-May-19,,
16-May-19,2120,9522,,Nuit,,1527N,2,03-Nov-19,,
16-May-19,803J,608J,,Jour,,1527N,6,31-Aug-19,,
16-May-19,866N,5271,,Nuit,,1527N,3,03-Nov-19,,
16-May-19,858N,1214N,,Nuit,,1527N,4,31-Aug-19,,
16-May-19,2124,4499,,Jour,,1527N,7,08-Mar-20,,
16-May-19,2527,7429,,Nuit,,10411,3,19-Nov-19,,
16-May-19,185N,794N,,Nuit,,8189,1,07-Sep-19,,
16-May-19,461N,10174,,Nuit,,9325,1,09-Oct-19,,
16-May-19,3097,9919,,Nuit,,6084,3,12-Jul-19,,
16-May-19,645N,2067N,,Nuit,,9105,1,04-Jun-19,,
16-May-19,504N,2067N,,Nuit,,8597,4,18-Jun-19,,
16-May-19,935N,342N,,Nuit,,9325,4,22-Sep-19,,
16-May-19,144N,489N,,Nuit,,7370,3,08-Sep-19,,
16-May-19,3599,10100,,Nuit,,6318,3,02-Jan-20,,
16-May-19,3648,10351,,Nuit,,5406,4,,,
16-May-19,772N,10293,,Nuit,,9711,4,03-Oct-19,,
15-May-19,3771,10500,,Nuit,,,,21-May-19,,
15-May-19,3772,2067N,,Jour,,,,15-May-19,,
16-May-19,2028,4670,,Jour,,10472,4,04-Aug-19,,
16-May-19,2463,4553,,Jour,,10472,5,04-Aug-19,,
16-May-19,613J,8357,,Jour,,220J,5,17-Oct-19,,
01-May-19,606N,1424N,,Nuit,,1734N,2,21-Aug-19,,
15-May-19,2391,1190N,,Nuit,,8687,2,26-Jan-21,,
16-May-19,3772,10498,,Jour,,,,18-May-19,,
20-Apr-19,641N,10274,,Nuit,,5911,1,13-Jan-20,,
20-Apr-19,3737,10383,,Nuit,,5911,2,07-Aug-19,,
20-Apr-19,3737,2067N,,Nuit,,5911,3,10-May-19,,
20-Apr-19,158J,8626,,Jour,,5911,6,12-Jan-20,,
17-May-19,399J,1157J,,Jour,,220J,6,24-Oct-19,,
17-May-19,352N,9507,,Jour,,6971,7,19-Jun-19,,
17-May-19,386J,5972,,Jour,,8414,6,20-May-19,,
17-May-19,2654,9304,,Jour,,8531,3,01-Jun-19,,
17-May-19,3036,10402,,Jour,,8094,7,01-Jun-19,,
17-May-19,3237,1238J,,Jour,,10098,7,01-Jun-19,,
17-May-19,3207,4940,,Jour,,2289N,7,01-Jun-19,,
17-May-19,3496,5432,,Jour,,9697,5,12-Aug-19,,
17-May-19,3462,9614,,Jour,,,7,01-Jun-19,,
17-May-19,3427,1547J,,Nuit,,1088J,3,03-Nov-19,,
17-May-19,3427,6951,,Nuit,,1088J,4,23-Jun-19,,
17-May-19,3253,7662,,Nuit,,,3,01-Jun-19,,
17-May-19,3253,8668,,Nuit,,,4,23-Jun-19,,
17-May-19,3252,853J,,Jour,,1088J,1,26-Jun-19,,
17-May-19,3686,5155,,Jour,,1088J,2,25-Jul-19,,
17-May-19,3049,2067N,,Nuit,,9193,3,20-May-19,,
17-May-19,3479,7789,,Nuit,,,1,11-Jun-19,,
17-May-19,2266,1398N,,Nuit,,,7,11-Jun-19,,
17-May-19,480N,8682,,Nuit,,,3,11-Jun-19,,
17-May-19,250N,10242,,Nuit,,,4,04-Jul-19,,
17-May-19,3533,8173,,Nuit,,,2,11-Jun-19,,
17-May-19,3048,1160N,,Nuit,,,6,05-Jun-19,,
17-May-19,469N,2067N,,Nuit,,,2,14-Sep-19,,
17-May-19,326N,267N,,Nuit,,8256,2,20-Oct-19,,
17-May-19,326N,1744N,,Nuit,,8256,1,20-Oct-19,,
17-May-19,326N,827N,,Nuit,,8256,3,18-Jun-19,,
17-May-19,23J,718J,,Jour,,8256,6,01-Jun-19,,
17-May-19,23J,929J,,Jour,,8256,5,20-Oct-19,,
17-May-19,23J,920J,,Jour,,8256,7,20-Oct-19,,
17-May-19,198J,2067N,,Jour,,,6,11-Jun-19,,
17-May-19,3722,10403,,Jour,,6084,6,06-Jul-19,,
17-May-19,3773,2067N,,Nuit,,,,20-May-19,,
17-May-19,3774,201327388,,Jour,,,7,30-Nov-19,,
17-May-19,867J,201327394,,Jour,,7708,5,15-Jun-19,,
17-May-19,2726,696J,,Jour,,4972,5,21-Feb-20,,
17-May-19,2478,10481,,Jour,,10472,1,26-Jun-19,,
17-May-19,3105,10497,,Jour,,7548,5,22-May-19,,
17-May-19,3273,2067N,,Jour,,,1,20-May-19,,
17-May-19,3598,2067N,,Jour,,9312,6,30-Jun-19,,
17-May-19,733J,10408,,Jour,,7781,5,07-Sep-19,,
17-May-19,3751,10468,,Nuit,,9161,1,20-May-19,,
17-May-19,3754,10475,,Jour,,,,04-Aug-19,,
17-May-19,714J,649J,,Jour,,,6,12-Aug-19,,
17-May-19,674J,2067N,,Jour,,,3,22-Sep-19,,
17-May-19,674J,2067N,,Jour,,,2,01-Jun-19,,
17-May-19,833J,9144,,Jour,,,7,12-Nov-20,,
17-May-19,740J,8057,,Jour,,,2,04-Mar-20,,
17-May-19,740J,342J,,Jour,,,4,24-Jun-19,,
17-May-19,402J,10484,,Jour,,,6,30-Jun-19,,
17-May-19,3588,10055,,Jour,,10098,3,07-Aug-19,,
17-May-19,3736,10433,,Jour,,884J,3,07-Aug-19,,
17-May-19,3738,10436,,Jour,,884J,1,07-May-20,,
17-May-19,3731,2067N,,Jour,,,,20-May-19,,
17-May-19,3775,10488,,Jour,,,,04-Aug-19,,
17-May-19,3776,2067N,,Jour,,,,04-Aug-19,,
21-May-19,2172,8176,,Nuit,,6893,5,15-Sep-19,,
21-May-19,859N,10192,,Nuit,,9711,5,03-Oct-19,,
21-May-19,3683,5646,,Nuit,,8849,5,25-Jul-19,,
21-May-19,3295,9258,,Nuit,,10006,4,22-Jul-19,,
21-May-19,3380,2018N,,Nuit,,9161,4,07-Aug-19,,
21-May-19,3230,9002,,Nuit,,10458,3,07-Dec-19,,
21-May-19,383N,9180,,Nuit,,10428,4,27-Aug-19,,
21-May-19,2157,7342,,Nuit,,10428,5,27-Aug-19,,
21-May-19,2487,10354,,Nuit,,8644,7,18-Jul-19,,
21-May-19,2998,10417,,Nuit,,7755,7,17-Aug-19,,
21-May-19,3681,9796,,Nuit,,12N,4,01-Aug-19,,
21-May-19,2439,201327402,,Nuit,,,2,18-Jun-19,,
21-May-19,3407,2067N,,Nuit,,,1,02-Aug-19,,
21-May-19,3534,8946,,Nuit,,9980,7,05-Jun-19,,
21-May-19,3655,10193,,Nuit,,10246,4,24-Jun-19,,
21-May-19,41J,1167J,,Jour,,,6,20-May-19,,
21-May-19,3393,10426,,Nuit,,7208,2,02-Sep-19,,
21-May-19,3539,10084,,Nuit,,8438,3,02-Jun-19,,
21-May-19,440N,2034N,,Nuit,,7729,4,28-May-19,,
21-May-19,2164,10023,,Jour,,,7,26-Jun-19,,
21-May-19,2978,9751,,Jour,,,6,08-Sep-19,,
21-May-19,206N,9881,,Nuit,,,4,18-Jun-19,,
21-May-19,156N,1234N,,Nuit,,,2,18-Jun-19,,
21-May-19,3662,10011,,Nuit,,,3,18-Jun-19,,
21-May-19,386J,5972,,Jour,,8414,6,10-Jun-19,,
21-May-19,3318,1025J,,Jour,,2216N,5,20-Oct-19,,
21-May-19,4N,8412,,Nuit,,,2,21-May-19,,
21-May-19,3474,1885J,,Jour,,954N,5,15-Sep-19,,
21-May-19,3002,1024N,,Nuit,,954N,3,09-Sep-19,,
21-May-19,3002,5306,,Nuit,,954N,2,09-Sep-19,,
21-May-19,2685,1193N,,Nuit,,954N,1,01-Jun-19,,
21-May-19,2685,2067N,,Nuit,,954N,7,23-Jun-19,,
21-May-19,3049,9659,,Nuit,,9193,3,24-Feb-20,,
21-May-19,3639,8257,,Jour,,7039,7,15-Jun-19,,
21-May-19,3639,10392,,Jour,,7783,6,02-Jun-19,,
21-May-19,172J,542J,,Jour,,,6,03-Sep-19,,
21-May-19,3422,10128,,Jour,,9927,6,08-Aug-19,,
21-May-19,3345,366J,,Jour,,,1,17-Aug-19,,
21-May-19,153J,7576,,Jour,,10466,2,10-Jun-19,,
21-May-19,2995,9135,,Jour,,,4,22-Sep-19,,
21-May-19,929J,6917,,Jour,,,7,27-Apr-20,,
21-May-19,3706,201327403,,Jour,,10360,5,18-Jun-19,,
21-May-19,3517,6577,,Jour,,9916,2,24-Jun-19,,
21-May-19,683J,1220J,,Jour,,2031J,6,14-Mar-20,,
21-May-19,3346,668N,,Nuit,,,4,26-Jun-19,,
21-May-19,2460,8333,,Nuit,,7639,3,15-Jun-19,,
21-May-19,822N,10422,,Nuit,,1742J,7,06-May-20,,
21-May-19,3375,969J,,Jour,,,7,06-Jul-19,,
21-May-19,3204,5313,,Nuit,,9295,3,15-Jun-19,,
21-May-19,201N,9268,,Nuit,,9957,1,15-Jun-19,,
21-May-19,3244,2202N,,Nuit,,9186,3,25-Apr-20,,
21-May-19,252J,626J,,Jour,,,3,05-Jun-19,,
21-May-19,3402,2067N,,Jour,,9363,7,01-Jun-19,,
21-May-19,429J,305J,,Jour,,,4,26-Jun-19,,
21-May-19,2323,721J,,Jour,,10454,6,18-Jun-19,,
21-May-19,830J,9440,,Jour,,8299,6,04-Jan-20,,
21-May-19,372J,2067N,,Jour,,,1,17-Aug-19,,
21-May-19,3273,8716,,Jour,,10045,1,30-Jun-19,,
21-May-19,3278,942J,,Jour,,9184,7,21-May-19,,
21-May-19,3719,2067N,,Jour,,10367,7,20-May-19,,
21-May-19,3615,10133,,Nuit,,9117,4,19-Aug-20,,
21-May-19,3616,10341,,Jour,,,7,01-Dec-19,,
21-May-19,866J,10477,,Jour,,2188N,7,19-Jun-19,,
21-May-19,3732,10432,,Jour,,1644J,6,31-May-19,,
21-May-19,3732,10431,,Jour,,1644J,5,03-Nov-19,,
21-May-19,3283,8804,,Jour,,10486,7,15-Oct-20,,
21-May-19,3053,978J,,Jour,,10472,6,04-Aug-19,,
21-May-19,3053,5655,,Jour,,10472,7,26-Jul-19,,
21-May-19,59J,2067N,,Jour,,10164,5,17-Aug-19,,
21-May-19,3509,1089J,,Jour,,,,20-May-19,,
21-May-19,3752,7847,,Jour,,,,20-May-19,,
21-May-19,455J,872J,,Jour,,10360,6,18-Jun-19,,
21-May-19,2661,8935,,Jour,,7920,6,10-Jul-20,,
21-May-19,827J,956J,,Jour,,7920,7,20-Jun-20,,
21-May-19,3744,10412,,Nuit,,10449,1,08-Aug-19,,
21-May-19,3753,8219,,Nuit,,10449,3,08-Aug-19,,
21-May-19,3752,7847,,Jour,,10449,5,08-Aug-19,,
21-May-19,3752,2067N,,Jour,,10449,6,10-Jun-19,,
21-May-19,160J,621J,,Jour,,10449,7,08-Aug-19,,
21-May-19,3734,8501,,Jour,,10458,6,04-Jun-19,,
21-May-19,3684,10266,,Nuit,,10456,1,07-Sep-19,,
21-May-19,3745,10437,,Nuit,,10456,3,15-Jun-19,,
21-May-19,3509,1089J,,Jour,,10456,4,18-Sep-19,,
21-May-19,112J,648J,,Jour,,10456,5,03-Nov-19,,
21-May-19,2652,7021,,Jour,,10456,6,11-Jan-20,,
21-May-19,684N,9288,,Nuit,,9243,1,17-Jun-19,,
21-May-19,602J,10230,,Jour,,10466,3,10-Jun-19,,
21-May-19,602J,8418,,Jour,,10466,4,10-Jun-19,,
21-May-19,111J,10279,,Jour,,10466,5,10-Jun-19,,
22-May-19,57J,657J,,Jour,,7739,6,01-Aug-19,,
21-May-19,324N,2067N,,Jour,,9812,2,22-May-19,,
21-May-19,3719,10498,,Jour,,10367,7,30-Jun-19,,
21-May-19,3731,9691,,Jour,,,,01-Jun-19,,
21-May-19,866J,875J,,Jour,,2188N,6,05-Oct-19,,
21-May-19,929J,2067N,,Jour,,9549,5,01-Jun-19,,
21-May-19,683J,9385,,Jour,,,,24-Jun-19,,
21-May-19,465J,201327427,,Jour,,8600,7,08-Apr-20,,
21-May-19,3756,10169,,Jour,,,,24-Jun-19,,
21-May-19,3264,2067N,,Jour,,,,18-Jan-20,,
21-May-19,3264,2067N,,Jour,,,,24-Jun-19,,
21-May-19,3741,10435,,Jour,,884J,2,19-Jun-19,,
